Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
USA,2021,Cancer,Viral,18.73,9.03,4.35,36-60,Other,443620,64.25,3.29,2.59,Surgery,5193,No,90.11,1106,7.13,70163,0.9,42.15
USA,2021,Hypertension,Neurological,19.89,5.85,2.24,61+,Female,479281,98.75,4.3,2.01,Medication,31203,Yes,74.58,4011,2.47,69602,0.86,62.21
USA,2022,Malaria,Bacterial,9.45,0.31,8.55,61+,Female,466974,66.4,4.45,4.56,Surgery,31974,Yes,87.94,1449,1.56,6616,0.63,47.77
USA,2024,Asthma,Parasitic,11.7,8.92,8.45,0-18,Male,825796,71.01,2.17,7.65,Therapy,23965,Yes,79.61,4942,8.71,38553,0.67,26.88
USA,2020,Parkinson's Disease,Infectious,4.26,1.27,9.56,19-35,Female,530246,70.56,2.96,8.87,Therapy,7598,Yes,63.43,1506,5.81,50153,0.43,56.71
USA,2024,Leprosy,Bacterial,13.01,11.66,5.64,19-35,Other,988970,91.66,2.41,5.1,Medication,17473,No,52.77,1626,8.16,76651,0.41,35.35
USA,2024,Ebola,Autoimmune,17.46,9.41,9.28,19-35,Male,820403,95.81,4.04,6.8,Surgery,4108,No,73.86,2983,9.53,83695,0.49,24.98
USA,2020,Cholera,Parasitic,18.52,9.02,7.98,61+,Other,979798,81.04,1.3,6.66,Vaccination,45895,Yes,90.28,2205,6.04,89107,0.44,22.27
USA,2020,Hepatitis,Bacterial,8.38,7.05,4.75,61+,Male,578361,85.8,4.62,9.99,Surgery,17068,Yes,94.32,798,8.43,1290,0.76,30.48
USA,2020,Dengue,Metabolic,14.88,1.26,6.39,36-60,Male,925133,67.05,3.53,9.18,Vaccination,4699,Yes,68.93,4728,1.66,17361,0.43,38.62
USA,2024,Dengue,Bacterial,16.38,12.87,6.95,0-18,Male,358850,53.29,0.5,5.05,Vaccination,34124,No,64.8,184,2.88,87760,0.56,74.22
USA,2023,Leprosy,Viral,1.14,10.55,1.66,36-60,Female,487617,59.78,3.8,9.92,Medication,44974,No,69.61,4939,2.86,49487,0.43,83.46
USA,2023,HIV/AIDS,Chronic,3.0,0.66,6.33,0-18,Female,142913,85.72,2.78,3.32,Surgery,3869,Yes,95.07,2203,2.24,71857,0.86,79.68
USA,2020,Leprosy,Genetic,6.13,8.12,5.03,36-60,Female,631366,89.21,2.28,1.32,Surgery,36595,No,50.52,4829,3.13,59477,0.65,30.98
USA,2021,HIV/AIDS,Bacterial,17.64,5.78,1.48,36-60,Female,402921,51.32,0.83,8.79,Vaccination,18924,Yes,52.44,1065,2.68,59387,0.89,24.62
USA,2023,Tuberculosis,Chronic,8.61,9.87,8.06,19-35,Other,172802,79.9,4.92,6.45,Vaccination,32787,No,72.64,3134,4.59,18271,0.5,47.37
USA,2021,COVID-19,Genetic,1.91,1.91,5.81,36-60,Other,26314,57.03,0.69,2.14,Medication,44671,Yes,70.0,3809,8.46,62554,0.54,89.02
USA,2024,Parkinson's Disease,Respiratory,4.53,10.37,0.73,36-60,Male,209461,50.96,0.89,1.48,Surgery,18659,No,98.17,1007,0.66,71733,0.6,37.5
USA,2022,Leprosy,Cardiovascular,11.04,0.35,5.82,19-35,Other,451497,81.03,2.93,2.33,Medication,33265,No,74.98,181,1.95,82041,0.89,75.78
USA,2021,Rabies,Infectious,5.27,10.35,4.59,36-60,Female,759584,58.46,3.27,0.8,Surgery,3796,Yes,72.86,1860,3.33,86485,0.65,26.54
USA,2023,Cancer,Autoimmune,17.32,1.03,8.97,61+,Male,771764,65.73,2.81,7.18,Therapy,18016,Yes,82.82,3012,5.91,77547,0.43,58.41
USA,2020,Polio,Neurological,8.4,1.89,6.35,0-18,Other,43351,89.18,4.1,8.75,Medication,13975,Yes,88.68,3409,7.48,65397,0.89,55.99
USA,2022,HIV/AIDS,Infectious,17.38,4.89,8.21,19-35,Other,680613,70.87,2.26,2.88,Medication,13263,No,59.75,3699,8.41,96243,0.61,22.05
USA,2020,Cancer,Chronic,18.56,11.33,5.43,19-35,Other,948066,75.51,0.91,0.92,Medication,41787,No,59.2,2892,9.81,35696,0.66,69.44
USA,2020,Rabies,Parasitic,5.2,6.4,8.03,0-18,Male,703204,68.96,3.08,9.54,Therapy,1824,Yes,90.2,3643,4.48,59467,0.69,88.51
USA,2024,Rabies,Autoimmune,5.87,3.47,3.37,61+,Other,266083,56.47,2.8,4.52,Surgery,13078,Yes,89.27,1354,1.59,86250,0.8,40.18
USA,2024,Diabetes,Viral,15.51,2.16,8.9,19-35,Other,526739,55.79,1.25,6.86,Vaccination,47265,No,75.84,2287,9.73,88733,0.66,43.29
USA,2024,Dengue,Neurological,2.22,10.14,4.79,61+,Other,823345,61.97,3.75,6.5,Vaccination,42813,Yes,53.67,1867,8.66,86656,0.41,81.85
USA,2023,Ebola,Infectious,7.91,1.26,4.99,36-60,Female,222185,78.46,4.64,9.08,Therapy,9499,No,62.76,4860,0.36,74773,0.47,36.71
USA,2023,Leprosy,Parasitic,16.38,1.47,3.24,36-60,Female,77251,65.78,4.42,2.22,Vaccination,38615,Yes,86.9,3494,3.82,87305,0.71,59.79
USA,2023,Hypertension,Bacterial,0.37,1.06,7.37,61+,Female,236120,78.46,1.35,9.82,Vaccination,32761,Yes,52.55,2450,0.24,13856,0.59,39.12
USA,2021,Malaria,Neurological,18.95,6.27,3.05,61+,Other,660594,69.94,4.58,3.55,Surgery,22728,No,67.14,738,9.63,43614,0.59,30.68
USA,2023,Cancer,Viral,12.91,10.66,5.94,0-18,Female,948130,88.15,3.12,5.45,Vaccination,46866,No,52.24,401,9.5,18058,0.5,52.67
USA,2023,Zika,Genetic,0.95,12.87,5.04,36-60,Female,359092,77.76,2.65,2.4,Medication,27860,No,56.35,1269,7.81,73116,0.61,43.74
USA,2022,Cholera,Cardiovascular,15.74,9.11,9.48,0-18,Female,669288,76.54,4.49,1.91,Therapy,37411,No,56.41,2799,5.17,48161,0.87,41.69
USA,2024,Hypertension,Metabolic,1.61,14.37,8.45,19-35,Male,647124,72.7,3.09,5.85,Surgery,37921,No,79.91,1627,1.79,47293,0.55,57.07
USA,2021,COVID-19,Genetic,10.02,5.12,4.4,0-18,Female,70683,63.39,0.69,1.01,Therapy,27322,No,96.16,2404,0.39,55906,0.68,74.61
USA,2021,Parkinson's Disease,Viral,9.71,12.4,8.48,61+,Other,123153,89.46,3.12,9.77,Vaccination,45839,No,93.04,1641,4.95,35643,0.6,31.11
USA,2024,HIV/AIDS,Infectious,5.58,1.03,0.82,19-35,Male,992149,65.45,1.94,5.02,Therapy,49576,Yes,86.86,4318,7.47,73463,0.51,23.98
USA,2023,Cholera,Neurological,11.76,5.99,1.97,19-35,Male,864753,87.23,4.54,3.86,Medication,47060,Yes,51.07,46,0.4,43359,0.46,55.06
USA,2022,Cancer,Neurological,14.36,1.63,2.39,61+,Female,694326,86.2,1.77,8.16,Medication,21088,Yes,61.16,3271,0.61,62173,0.67,53.8
USA,2023,COVID-19,Cardiovascular,13.06,1.94,6.27,0-18,Male,98111,51.5,0.99,2.66,Therapy,39464,Yes,55.18,3524,2.17,3909,0.48,22.97
USA,2023,Parkinson's Disease,Respiratory,11.08,14.08,9.63,0-18,Male,407703,75.52,2.0,4.9,Surgery,11065,No,88.11,3050,4.61,38374,0.59,70.15
USA,2020,Ebola,Chronic,7.35,3.64,8.85,61+,Other,750220,95.97,1.39,1.03,Surgery,1321,Yes,91.66,3285,3.04,46186,0.75,51.73
USA,2024,Influenza,Cardiovascular,2.63,0.13,1.26,0-18,Male,222993,61.81,4.12,5.11,Vaccination,38988,Yes,86.99,3571,8.35,23133,0.79,78.42
USA,2022,Polio,Metabolic,7.1,2.49,8.6,19-35,Male,701550,76.25,4.67,4.68,Medication,38793,No,84.79,1060,0.69,24603,0.64,86.73
USA,2021,Hypertension,Respiratory,2.71,14.11,9.16,19-35,Female,525551,81.34,2.45,6.49,Therapy,44773,Yes,57.88,3117,4.33,89002,0.52,62.4
USA,2023,Ebola,Parasitic,9.31,7.85,9.02,36-60,Other,581291,86.6,0.68,7.01,Surgery,7264,Yes,81.73,878,3.32,94382,0.51,31.99
USA,2024,Cholera,Parasitic,0.29,6.36,5.24,61+,Female,207864,50.9,4.41,3.93,Vaccination,5807,No,97.81,396,8.01,15713,0.82,78.18
USA,2020,Diabetes,Neurological,12.14,8.43,2.17,36-60,Male,231113,81.94,3.13,9.37,Surgery,39598,Yes,81.11,1701,2.99,20176,0.62,31.29
USA,2023,Diabetes,Bacterial,8.76,4.3,8.09,61+,Female,305442,81.32,2.26,1.08,Therapy,49839,No,96.96,4075,2.5,36476,0.47,47.36
USA,2022,Hypertension,Cardiovascular,8.15,5.86,3.26,61+,Female,921295,53.72,2.71,6.97,Vaccination,3179,No,67.01,3930,3.1,34400,0.82,36.83
USA,2023,Cancer,Genetic,13.04,8.09,3.35,61+,Other,639312,85.32,4.65,9.67,Therapy,836,Yes,64.2,1073,3.58,88981,0.85,81.46
USA,2023,Asthma,Respiratory,6.96,10.12,2.87,0-18,Other,518533,98.21,3.14,6.23,Vaccination,42550,Yes,72.19,1797,5.13,12910,0.5,68.67
USA,2024,Cholera,Respiratory,5.71,6.87,2.15,0-18,Male,342778,94.82,4.53,9.03,Therapy,6491,No,75.17,4555,9.84,60215,0.87,74.72
USA,2022,Asthma,Bacterial,13.59,11.22,5.04,19-35,Other,846113,54.0,2.78,9.04,Therapy,43370,Yes,76.72,2641,3.53,49401,0.64,39.98
USA,2022,Asthma,Infectious,13.15,2.14,4.94,61+,Female,98452,59.17,4.14,8.85,Surgery,7387,Yes,94.21,1126,7.58,23434,0.77,70.68
USA,2023,Cholera,Genetic,2.29,11.68,9.04,61+,Female,334911,58.95,4.77,4.07,Medication,25389,Yes,64.4,1606,2.49,86726,0.87,73.09
USA,2024,Measles,Neurological,11.61,2.05,3.36,19-35,Other,485347,94.44,3.32,8.17,Surgery,34086,No,85.87,4656,1.74,11995,0.74,88.67
USA,2024,Rabies,Bacterial,10.96,7.04,1.12,19-35,Female,439884,92.66,3.87,8.41,Medication,18478,Yes,96.08,805,6.88,80632,0.58,58.91
USA,2021,Diabetes,Genetic,0.16,6.74,4.85,36-60,Female,311079,55.74,4.56,9.89,Surgery,10892,Yes,66.03,1480,5.58,602,0.45,77.66
USA,2020,Tuberculosis,Autoimmune,10.85,9.86,2.02,61+,Other,360250,84.53,2.39,8.83,Therapy,22384,No,84.28,4517,3.65,57606,0.73,28.15
USA,2022,HIV/AIDS,Cardiovascular,10.36,14.43,8.0,19-35,Other,68429,72.87,0.88,5.88,Therapy,16482,Yes,92.99,1536,1.92,89150,0.52,68.21
USA,2023,Parkinson's Disease,Viral,18.72,8.74,5.34,61+,Other,36420,51.31,3.89,3.65,Medication,15371,No,84.31,994,9.36,31397,0.48,71.57
USA,2022,Measles,Infectious,18.05,3.62,2.4,0-18,Female,62459,89.43,3.12,4.58,Vaccination,7690,Yes,56.87,4844,3.45,34103,0.6,26.28
USA,2022,Influenza,Metabolic,15.79,4.15,3.91,19-35,Female,955537,54.43,4.47,3.56,Surgery,28360,No,75.9,4359,3.09,80301,0.73,29.88
USA,2021,Hypertension,Cardiovascular,14.51,3.37,2.37,0-18,Female,719526,60.23,4.92,6.34,Surgery,10454,No,92.07,4714,5.51,35088,0.61,74.0
USA,2024,Polio,Infectious,6.56,3.84,6.61,36-60,Male,17656,89.66,2.24,9.82,Medication,29474,No,58.81,1912,1.68,77201,0.72,79.94
USA,2020,Influenza,Cardiovascular,15.39,2.4,9.58,36-60,Female,790261,62.85,3.73,1.67,Therapy,30481,No,52.64,1733,0.23,56298,0.52,86.1
USA,2023,COVID-19,Cardiovascular,17.24,6.33,2.37,0-18,Female,418632,95.76,1.81,5.94,Therapy,1096,No,75.37,3361,9.92,43776,0.47,82.24
USA,2021,Hepatitis,Viral,1.32,8.84,7.12,19-35,Female,322845,88.39,3.65,4.77,Vaccination,17066,Yes,76.57,3378,1.03,19156,0.54,50.68
USA,2021,Measles,Bacterial,17.38,1.2,3.27,36-60,Male,667518,66.72,0.75,7.05,Therapy,19031,Yes,84.24,3615,9.62,82826,0.51,47.43
USA,2023,Hepatitis,Genetic,7.83,10.03,0.6,36-60,Other,903459,94.52,1.91,4.8,Vaccination,37449,Yes,67.59,1660,7.9,34582,0.65,78.82
USA,2023,Zika,Neurological,13.0,12.27,1.16,0-18,Female,368759,94.2,0.52,1.75,Surgery,43789,Yes,87.87,197,8.52,73871,0.51,40.43
USA,2023,Ebola,Metabolic,3.01,4.72,6.26,61+,Male,462665,88.4,1.01,8.67,Therapy,38991,Yes,86.98,3693,9.42,67325,0.82,88.45
USA,2023,Measles,Parasitic,18.28,0.21,5.03,19-35,Male,395891,57.58,1.01,3.9,Surgery,10208,Yes,98.55,1536,9.93,64614,0.79,34.97
USA,2020,Diabetes,Respiratory,3.06,14.03,5.28,61+,Male,382482,54.8,3.11,0.53,Therapy,29395,Yes,65.39,3750,1.15,14478,0.47,85.81
USA,2022,Tuberculosis,Neurological,6.75,14.46,6.45,36-60,Female,240323,57.12,3.81,8.43,Medication,18991,No,91.07,3492,9.87,15568,0.6,60.74
USA,2021,Parkinson's Disease,Cardiovascular,0.24,8.47,3.28,61+,Male,811739,56.62,2.41,6.38,Surgery,4335,No,87.5,4312,1.82,67249,0.77,65.33
USA,2024,Hypertension,Viral,9.02,7.22,8.79,36-60,Female,970778,70.99,1.16,0.63,Vaccination,4527,Yes,84.14,2168,6.24,29480,0.62,60.38
USA,2022,Cholera,Infectious,3.94,3.75,5.89,36-60,Male,350139,78.41,2.05,2.99,Medication,7333,No,56.77,4030,4.3,22545,0.6,69.44
USA,2021,Hypertension,Cardiovascular,15.12,13.98,4.7,0-18,Other,752075,92.09,1.98,7.76,Therapy,3024,Yes,70.28,899,7.52,95818,0.81,68.71
USA,2020,Measles,Bacterial,7.28,12.99,7.25,0-18,Female,391874,96.06,2.82,2.38,Vaccination,6621,No,96.07,1241,9.59,76898,0.87,82.94
USA,2020,Influenza,Autoimmune,17.41,11.97,3.46,61+,Female,947818,56.64,2.58,8.73,Vaccination,39583,Yes,86.15,253,6.45,88383,0.7,70.05
USA,2023,Parkinson's Disease,Parasitic,4.38,9.24,5.11,19-35,Female,949553,88.2,3.9,1.92,Medication,8981,Yes,52.51,1627,2.45,22518,0.65,68.04
USA,2021,Asthma,Cardiovascular,5.91,10.81,8.11,61+,Other,638888,85.4,0.85,6.0,Vaccination,25322,Yes,63.64,1787,0.49,99955,0.77,82.54
USA,2020,Dengue,Metabolic,19.92,7.77,8.59,61+,Female,719042,50.07,2.26,4.37,Medication,22979,No,87.63,1209,1.08,98298,0.86,27.4
USA,2021,Rabies,Autoimmune,12.46,13.51,2.14,36-60,Other,107719,93.18,0.81,2.96,Medication,30641,No,67.01,3274,6.81,49463,0.81,89.92
USA,2023,Ebola,Infectious,12.24,4.29,7.68,36-60,Male,768982,53.79,0.84,1.21,Medication,26104,Yes,93.94,3742,0.24,19433,0.75,36.12
USA,2022,Influenza,Autoimmune,19.8,14.95,7.28,0-18,Female,997678,68.51,0.94,3.53,Therapy,31533,No,68.36,4047,6.8,32403,0.83,46.33
USA,2022,Alzheimer's Disease,Infectious,9.07,8.89,1.54,0-18,Female,669189,82.68,2.69,2.8,Surgery,26673,Yes,91.44,677,3.95,6050,0.63,85.79
USA,2022,Tuberculosis,Neurological,14.01,1.26,7.21,61+,Female,65765,77.28,1.48,1.18,Therapy,12693,Yes,93.2,2255,6.21,38910,0.47,38.26
USA,2022,HIV/AIDS,Neurological,14.15,14.33,2.79,61+,Female,587312,94.38,1.14,3.97,Medication,38393,Yes,71.73,2270,2.02,39204,0.53,29.02
USA,2023,Leprosy,Infectious,0.2,3.91,5.82,0-18,Other,331190,65.51,4.36,2.08,Medication,48048,No,73.33,1771,2.2,58374,0.5,24.43
USA,2021,Measles,Bacterial,1.56,8.09,0.89,61+,Other,123014,59.44,2.29,1.75,Medication,41314,No,64.21,86,5.58,12804,0.78,74.64
USA,2021,COVID-19,Genetic,15.6,5.11,0.25,0-18,Male,413823,97.63,1.63,3.32,Surgery,26934,Yes,85.24,3668,4.35,90656,0.59,62.41
USA,2023,Malaria,Viral,15.11,2.25,0.25,0-18,Other,190745,56.44,2.51,7.35,Surgery,4674,No,80.06,3073,1.46,55111,0.46,20.58
USA,2024,Malaria,Chronic,19.61,5.62,4.65,0-18,Female,951242,66.13,4.1,5.95,Medication,6422,No,71.13,3861,0.92,95319,0.69,35.29
USA,2020,Alzheimer's Disease,Neurological,0.36,4.81,3.91,0-18,Female,864884,96.17,0.59,9.7,Therapy,21765,No,75.21,11,6.06,71063,0.83,47.25
USA,2023,Alzheimer's Disease,Respiratory,1.26,13.33,0.9,36-60,Male,962502,61.19,2.16,6.74,Therapy,45229,No,98.62,2758,1.81,1830,0.42,67.98
USA,2021,Influenza,Viral,11.81,5.88,6.4,36-60,Other,352593,74.98,2.56,9.34,Therapy,34032,No,95.83,2412,1.15,25394,0.75,43.67
USA,2022,Malaria,Parasitic,2.4,5.88,4.54,61+,Other,36978,96.74,4.41,6.27,Medication,33045,No,80.51,2444,1.55,72507,0.87,68.34
USA,2021,Dengue,Genetic,16.79,12.91,4.32,19-35,Male,497785,80.81,3.75,9.0,Medication,16149,Yes,77.18,3843,8.66,55990,0.84,33.28
USA,2021,Diabetes,Cardiovascular,19.39,9.16,8.45,19-35,Female,484382,68.73,2.6,0.61,Medication,48279,No,88.54,4379,0.3,95882,0.64,31.1
USA,2024,Zika,Autoimmune,7.62,1.62,0.54,19-35,Male,709784,86.06,2.61,0.95,Medication,42279,Yes,73.74,826,5.91,19880,0.41,23.31
USA,2024,HIV/AIDS,Parasitic,15.2,8.58,1.34,0-18,Male,412774,84.28,1.86,8.31,Surgery,24704,No,90.05,1065,0.71,96738,0.49,39.97
USA,2021,Tuberculosis,Chronic,13.83,6.12,9.81,36-60,Male,499116,76.71,4.32,4.88,Surgery,27669,No,62.31,677,0.68,45096,0.55,89.27
USA,2024,Cancer,Neurological,6.9,8.29,8.66,19-35,Other,258808,94.67,3.68,9.46,Vaccination,25309,Yes,67.09,4389,8.29,62706,0.41,41.4
USA,2021,Parkinson's Disease,Metabolic,2.81,10.64,7.22,61+,Male,632778,87.28,4.09,2.1,Therapy,44078,No,82.92,3502,3.35,75132,0.64,82.62
USA,2021,Polio,Chronic,0.26,6.95,2.8,19-35,Male,487616,87.31,3.96,7.75,Medication,44313,No,55.34,1426,7.56,77310,0.52,71.61
USA,2024,Hepatitis,Autoimmune,0.97,12.02,0.4,19-35,Female,978750,51.32,4.62,7.31,Therapy,18274,Yes,92.59,2526,5.78,2960,0.67,43.7
USA,2024,Tuberculosis,Parasitic,12.63,10.36,0.23,19-35,Male,22353,86.63,3.66,5.53,Therapy,35591,Yes,69.52,1712,1.53,90433,0.58,57.47
USA,2022,COVID-19,Bacterial,6.52,9.15,7.35,36-60,Female,348739,67.35,3.09,1.14,Surgery,37686,Yes,93.85,3583,8.61,75040,0.74,73.99
USA,2022,COVID-19,Chronic,6.7,3.74,2.05,0-18,Male,132364,76.07,2.1,9.77,Vaccination,26798,Yes,98.7,2242,3.69,60943,0.55,84.18
USA,2024,Dengue,Respiratory,6.98,6.41,7.78,36-60,Male,253247,91.59,4.04,5.77,Vaccination,12788,No,56.54,952,4.26,27710,0.45,43.84
USA,2020,Rabies,Infectious,15.34,4.9,9.95,19-35,Female,231537,55.53,4.5,0.7,Medication,28195,No,82.97,249,5.11,34503,0.89,28.23
USA,2020,Tuberculosis,Chronic,7.17,7.76,1.69,36-60,Other,927058,80.72,1.66,3.2,Vaccination,31495,No,85.1,2642,2.0,92214,0.66,30.44
USA,2022,Ebola,Genetic,8.57,7.29,7.0,19-35,Other,560251,75.31,4.75,8.63,Medication,48059,Yes,73.03,3889,2.8,65970,0.76,66.57
USA,2020,Alzheimer's Disease,Chronic,6.93,1.5,3.18,0-18,Male,560947,90.33,0.9,3.22,Vaccination,14475,Yes,98.4,4247,9.28,15958,0.88,84.11
USA,2021,Polio,Respiratory,2.36,14.08,7.62,36-60,Other,805408,80.73,3.62,6.98,Medication,555,No,91.21,485,0.83,47437,0.57,46.64
USA,2021,Rabies,Viral,9.18,8.28,8.59,36-60,Male,908649,62.96,1.18,9.46,Vaccination,28598,Yes,76.46,1335,9.47,71814,0.5,53.43
USA,2024,Zika,Chronic,19.98,13.14,6.87,0-18,Other,914602,51.31,1.43,9.45,Therapy,10376,No,92.2,4913,3.46,21120,0.47,41.73
USA,2020,Asthma,Bacterial,13.26,14.17,1.97,36-60,Female,743991,70.12,1.49,6.99,Medication,36114,No,74.69,332,4.67,40882,0.51,82.06
USA,2021,Leprosy,Genetic,13.62,9.36,6.34,0-18,Female,439493,94.76,0.87,2.78,Vaccination,12787,Yes,88.69,4339,9.9,99815,0.66,89.64
USA,2021,Parkinson's Disease,Parasitic,15.66,5.04,7.51,61+,Female,192780,98.84,4.92,1.12,Surgery,8277,Yes,98.31,1328,0.34,42404,0.66,67.08
USA,2022,Malaria,Bacterial,8.35,11.01,6.65,61+,Female,648711,88.65,1.15,3.87,Surgery,6151,Yes,55.27,4649,3.29,95294,0.9,37.51
USA,2022,Malaria,Viral,1.79,10.13,3.18,19-35,Male,920433,97.6,1.35,4.41,Medication,34319,No,89.35,1363,6.53,17620,0.51,65.11
USA,2020,Malaria,Respiratory,5.48,0.16,6.29,36-60,Male,9655,53.38,0.88,2.95,Vaccination,5229,Yes,54.03,4023,0.6,90477,0.83,88.12
USA,2022,Cancer,Respiratory,13.6,8.45,9.82,0-18,Male,837756,89.55,3.64,0.86,Vaccination,34841,Yes,93.37,686,7.28,6748,0.79,64.5
USA,2024,Rabies,Bacterial,5.95,8.03,7.34,0-18,Female,730416,58.23,4.81,9.0,Vaccination,33901,No,75.84,3122,3.32,38543,0.45,34.02
USA,2023,Polio,Bacterial,14.5,4.56,3.48,36-60,Female,182375,81.38,2.83,8.29,Vaccination,44489,No,98.36,4368,6.96,71289,0.42,69.37
USA,2022,Leprosy,Cardiovascular,8.84,10.92,7.56,36-60,Male,964362,87.23,3.4,0.79,Therapy,12100,Yes,63.74,3881,9.94,29718,0.78,57.73
USA,2022,Hypertension,Cardiovascular,5.31,5.86,8.83,61+,Female,324628,79.81,2.28,2.84,Medication,37407,No,60.98,609,8.93,86612,0.5,31.09
USA,2021,Cholera,Autoimmune,7.13,0.96,4.15,61+,Male,828484,58.0,0.71,3.6,Vaccination,45875,No,78.08,98,8.66,95701,0.54,87.01
USA,2024,Ebola,Infectious,15.0,7.85,3.09,36-60,Male,100520,53.07,4.67,1.74,Vaccination,42787,No,69.05,2427,8.24,69048,0.48,29.4
USA,2020,Dengue,Neurological,3.22,4.47,8.16,61+,Male,362505,68.32,2.85,4.64,Therapy,41191,No,68.88,2400,0.87,61565,0.6,32.64
USA,2024,Leprosy,Chronic,8.14,6.43,4.95,0-18,Female,297323,77.33,2.13,1.6,Therapy,3431,No,52.34,4565,7.35,12389,0.52,45.31
USA,2023,Cancer,Autoimmune,10.68,10.2,8.9,19-35,Other,928402,87.7,1.8,6.08,Surgery,10150,No,73.07,489,1.73,40219,0.45,88.74
USA,2021,Zika,Respiratory,18.11,2.12,6.77,0-18,Female,49027,67.48,2.66,1.94,Vaccination,45318,No,76.46,3343,3.92,4693,0.88,69.69
USA,2023,Hepatitis,Viral,0.38,9.46,8.92,36-60,Other,394358,94.48,0.51,8.01,Therapy,45808,Yes,54.19,2511,9.5,32415,0.47,79.66
USA,2022,Leprosy,Infectious,5.05,14.61,8.37,19-35,Female,173883,89.94,3.59,2.7,Surgery,32248,Yes,68.51,3144,5.18,29285,0.61,66.18
USA,2023,Cholera,Bacterial,17.68,9.19,0.63,0-18,Male,301273,58.27,4.01,9.2,Therapy,32889,No,59.37,239,3.13,17778,0.82,74.16
USA,2020,Parkinson's Disease,Bacterial,10.03,1.49,8.61,0-18,Other,301642,68.16,3.83,4.46,Vaccination,47564,Yes,62.58,4146,0.86,88596,0.82,67.05
USA,2022,Ebola,Cardiovascular,13.21,0.59,9.35,19-35,Male,596593,86.81,4.78,8.5,Therapy,29575,Yes,58.92,4055,8.87,60737,0.55,28.05
USA,2020,Rabies,Bacterial,8.54,1.03,9.56,19-35,Female,823023,79.93,3.8,2.0,Therapy,12794,No,64.67,1539,2.0,53198,0.49,48.75
USA,2023,Polio,Chronic,8.75,12.99,4.07,36-60,Female,142772,51.94,2.21,3.89,Medication,40141,Yes,75.34,1533,4.64,32355,0.44,44.9
USA,2023,Asthma,Infectious,11.87,4.28,8.42,0-18,Female,532170,90.55,1.76,4.84,Vaccination,23160,Yes,51.83,761,1.63,60626,0.66,86.83
USA,2023,Rabies,Parasitic,11.48,2.58,9.71,36-60,Female,744375,81.41,3.09,0.96,Medication,36067,No,90.3,2654,2.72,12057,0.49,32.94
USA,2023,Leprosy,Chronic,13.73,9.89,8.83,0-18,Female,502433,91.53,2.73,9.55,Surgery,23377,No,96.32,4212,4.51,73162,0.76,36.56
USA,2022,Polio,Respiratory,2.85,11.51,0.11,36-60,Other,480073,68.09,1.94,3.38,Vaccination,14932,Yes,78.09,2111,2.12,89484,0.44,52.34
USA,2020,Ebola,Parasitic,1.25,4.47,1.03,36-60,Female,906548,91.5,3.58,8.28,Vaccination,45304,No,82.8,2238,7.91,84154,0.57,41.69
USA,2023,Rabies,Parasitic,15.22,5.98,5.36,36-60,Female,693141,89.5,4.18,1.5,Medication,31037,No,60.73,1366,8.11,97874,0.45,32.44
USA,2020,Malaria,Neurological,5.13,9.5,9.85,61+,Male,773602,79.26,3.43,1.54,Therapy,15241,Yes,98.61,1721,3.95,4325,0.55,80.07
USA,2021,Leprosy,Genetic,17.28,4.2,1.5,36-60,Female,162103,81.62,4.05,5.27,Vaccination,17797,No,80.35,1528,3.82,62259,0.77,38.48
USA,2023,Parkinson's Disease,Neurological,14.55,3.7,2.88,0-18,Male,963990,93.42,3.23,1.45,Medication,13137,No,82.62,3291,4.0,89427,0.82,35.93
USA,2023,Cholera,Bacterial,18.31,4.1,0.53,36-60,Female,337449,73.88,1.8,8.18,Medication,31611,No,55.83,4271,5.19,34589,0.59,26.05
USA,2021,Influenza,Bacterial,11.22,12.06,6.73,0-18,Female,462642,71.71,3.23,3.17,Surgery,49654,Yes,64.99,251,2.91,25248,0.58,72.9
USA,2022,Alzheimer's Disease,Cardiovascular,6.69,7.67,0.15,61+,Female,597288,67.48,4.4,3.24,Therapy,14767,No,85.14,4870,2.87,68277,0.71,57.71
USA,2021,Cancer,Cardiovascular,19.81,10.98,7.01,0-18,Other,780058,57.62,4.15,8.17,Surgery,44876,No,81.35,3030,2.57,12839,0.7,59.05
USA,2020,Cholera,Bacterial,15.79,4.34,8.11,0-18,Female,211977,57.88,1.88,0.8,Surgery,31891,No,59.95,3477,3.36,23684,0.7,29.99
USA,2022,COVID-19,Parasitic,15.03,2.7,6.75,61+,Male,160883,75.92,4.28,7.18,Surgery,5570,Yes,75.64,3427,3.5,49146,0.72,52.82
USA,2020,HIV/AIDS,Neurological,16.61,5.09,4.83,36-60,Other,393027,82.38,2.42,6.67,Therapy,3082,No,82.2,1514,6.09,48849,0.89,28.38
USA,2024,Cholera,Genetic,18.89,0.56,8.44,19-35,Female,482404,92.95,4.06,3.03,Surgery,21921,No,91.95,3041,0.88,28302,0.71,41.59
